genero,title,specs,price,id,developer,anio
Simulation,Dungeons 3,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",39.99,493900,Realmforge Studios,2017
Action,The Pirate: Plague of the Dead,"['Single-player', 'In-App Purchases', 'Steam Cloud']",Free To Play,723790,Home Net Games,2017
Adventure,Twilight Phenomena: Strange Menagerie Collector's Edition,['Single-player'],12.99,723960,ERS G Studios,2017
Action,Attack of the Gooobers,"['Single-player', 'Co-op', 'Local Co-op']",1.99,677700,SluggishtacoGames,2017
Action,Brutal Runner,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",0.99,697930,ANV Team,2017
Action,Save Dash,['Single-player'],2.99,657020,10ravens s.r.o.,2017
Action,TUNNEL DIVERS,"['Online Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Workshop']",Free To Play,569720,Spasman Games,2017
Action,TAC-CORP VIP Access,"['Online Multi-Player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Includes level editor']",9.99,626491,Spasman Games,2017
Action,Landon,"['Single-player', 'Partial Controller Support']",4.99,699470,Avekvist,2017
Simulation,Making History: The Second World War,"['Single-player', 'Multi-player', 'Steam Workshop', 'Includes level editor']",29.99,462940,Factus Games,2017
Adventure,Magical Mysteries: Original Soundtrack,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",1.99,549940,Alder Games,2017
Action,Megaton: Total Destruction,"['Single-player', 'Partial Controller Support']",7.99,699100,TotalDistraction,2017
Action,HEIANKYO ALIEN / 平安京エイリアン,"['Single-player', 'Multi-player', 'Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",13.99,690710,"Mindware Co.,Ltd.",2017
Action,Druid's Tale: Crystal Cave,"['Single-player', 'Steam Achievements']",14.99,700560,Xenturion,2017
Action,DEATHS MAZE,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",1.99,706400,Kev Jackson,2017
Action,Diamo XL,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",0.99,715010,Nickervision Studios,2017
Adventure,Songs of Araiah: Re-Mastered Edition,"['Single-player', 'Steam Trading Cards']",14.99,567690,vNovel Interactive / Team BG,2017
Simulation,Tyto Ecology - Cretaceous Mongolia,"['Single-player', 'Downloadable Content', 'Steam Achievements']",3.99,700320,Immersed Games,2017
Simulation,Holy Potatoes! What the Hell?!,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",7.99,664320,Daylight Studios,2017
Adventure,Star Story: The Horizon Escape - ArtBook PDF (Devs support pack),"['Single-player', 'Downloadable Content']",199.99,710790,EvilCoGames,2017
Action,Cyber Utopia - Artworks.,"['Single-player', 'Downloadable Content']",0.99,660220,Coconut Tree Studio,2017
Action,Heliborne,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Partial Controller Support']",19.99,433530,JetCat Games,2017
Action,I Can See the Future,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",3.99,708920,Sergey Lir,2017
Strategy,Scavenger,['Single-player'],2.99,724340,Hail Mary Games,2017
Action,Blacksquad - M4 CUSTOM FIRST RELEASE PACKAGE,"['Multi-player', 'Downloadable Content', 'In-App Purchases']",24.99,654176,NS STUDIO,2017
Adventure,"SUPER ARMY OF TENTACLES 3, XPACK II: Call of Koithulhu","['Single-player', 'Downloadable Content', 'Steam Achievements']",2.99,592815,Stegalosaurus Game Development,2017
Simulation,Rugby League Team Manager 2018,['Single-player'],39.99,636460,Alternative Software Ltd,2017
Simulation,FSX: Steam Edition - McDonnell Douglas DC-8™ Series 10 - 40 Add-On,"['Single-player', 'Multi-player', 'Downloadable Content', 'Partial Controller Support']",29.99,609826,Just Flight,2017
Simulation,FSX Steam Edition: Night Environment Italy Add-On,"['Single-player', 'Multi-player', 'Downloadable Content', 'Partial Controller Support']",15.99,643670,Chris Bell - Creative Design Studios,2017
Action,Anonymous ME,"['Single-player', 'Partial Controller Support', 'Steam Cloud']",6.99,658630,RKTime,2017
Action,Haul Asteroid,"['Single-player', 'Full controller support']",1.99,706210,Real Maxwell,2017
Adventure,Sylvio 2 Original Soundtrack,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support']",4.99,729540,Stroboskop,2017
Action,Friday the 13th: The Game - Emote Party Pack 1,"['Multi-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Stats', 'Steam Leaderboards']",1.99,719330,"IllFonic, LLC",2017
Action,Heliborne - Air Show Camouflage Pack,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Trading Cards', 'Partial Controller Support']",3.99,730530,JetCat Games,2017
Action,Heliborne - Civil Aviation Camouflage Pack,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Trading Cards', 'Partial Controller Support']",3.99,730480,JetCat Games,2017
Action,Heliborne - Law Enforcement Camouflage Pack,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Trading Cards', 'Partial Controller Support']",3.99,730500,JetCat Games,2017
Action,Heliborne - Czech &amp; Slovak Air Force Camouflage Pack,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Trading Cards', 'Partial Controller Support']",3.99,726700,JetCat Games,2017
Action,Heliborne - Exclusive Camouflage Pack,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Trading Cards', 'Partial Controller Support']",3.99,729760,JetCat Games,2017
Action,DevWill,"['Single-player', 'Partial Controller Support']",0.99,702270,Paulo A. M. Villalva,2017
Action,Heliborne - Soundtrack and Goodies,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Trading Cards', 'Partial Controller Support']",0.99,730350,JetCat Games,2017
Action,Rebons: Original Soundtrack,"['Single-player', 'Multi-player', 'Local Multi-Player', 'Co-op', 'Local Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Workshop', 'Stats', 'Steam Leaderboards', 'Includes level editor']",0.99,723700,Star Legion,2017
Action,猎人物语,"['Single-player', 'Steam Achievements', 'Steam Cloud']",3.99,695650,洋葱头科技,2017
Action,ReSizE,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",8.99,634150,Compot,2017
Adventure,Yerah,['Single-player'],19.99,717380,DigitalWolfByte,2017
Strategy,玄龙棋MysteriesDragonChess,['Single-player'],10.99,700490,wei,2017
Action,Light Apprentice Soundtrack,"['Single-player', 'Downloadable Content']",4.99,728980,Amazu Media,2017
Action,Mighty Action RPG,"['Single-player', 'Steam Trading Cards']",0.99,722940,Dexion Games,2017
Action,Devour them all,"['Single-player', 'Steam Trading Cards']",0.99,722240,Dexion Games,2017
Simulation,Train Simulator: GWR Large Prairies Steam Loco Add-On,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Leaderboards']",19.99,562398,Victory Works,2017
Simulation,Train Simulator: The Alaska Railroad: Anchorage - Seward Route Add-On,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Leaderboards']",39.99,376944,Trains &amp; Drivers,2017
Action,A Dream For Aaron,"['Single-player', 'Steam Achievements']",7.99,709140,Vidas Salavejus,2017
Strategy,Bacon Tales - Between Pigs and Wolves,"['Single-player', 'Steam Trading Cards']",3.99,508200,Uruca Game Studio,2017
Simulation,Aurrery,['Single-player'],5.99,673730,Mark France,2017
Action,Live,"['Single-player', 'Steam Achievements', 'Full controller support']",3.99,696060,empty assembly,2017
Action,The Evil Within 2,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",59.99,601430,Tango Gameworks,2017
Simulation,Field of Glory II,"['Single-player', 'Multi-player', 'Shared/Split Screen']",29.99,660160,Byzantine Games,2017
Adventure,Rocks and Rockets Soundtrack,"['Single-player', 'Downloadable Content']",0.99,730340,Unknown Hero,2017
Simulation,Computer Tycoon,"['Single-player', 'Steam Trading Cards', 'Steam Cloud']",9.99,686680,Progorion,2017
Strategy,Fantasy Grounds - Southlands Heroes (5E),"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",14.99,732200,"SmiteWorks USA, LLC",2017
Adventure,Tales from Candlekeep: Tomb of Annihilation,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",15.99,663380,BKOM Studios,2017
Action,Nakawak,"['Single-player', 'Partial Controller Support']",2.99,716150,Anxious Neck Games,2017
Strategy,Brass,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",9.99,677650,Cublo,2017
Action,Undead,"['Multi-player', 'Online Multi-Player', 'MMO', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']",0.99,714050,DOT Entertainment,2017
Racing,UNDERGROUND CLUB 2018,"['Single-player', 'Partial Controller Support']",7.99,710640,IHS,2017
Action,Vitamin Girl,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",9.99,718910,ANDORE,2017
Adventure,Sylvio 2,"['Single-player', 'Steam Achievements', 'Full controller support']",14.99,686500,Stroboskop,2017
Action,Raiden V: Director's Cut | 雷電 V Director's Cut | 雷電V:導演剪輯版,"['Single-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",34.99,570050,"Moss Co., Ltd.",2017
Action,Going Astray,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",4.99,715430,Slayers' Stronghold Studios,2017
Action,C2H6O,['Single-player'],1.99,714350,ILLUMICORP,2017
Adventure,Where Are My Friends?,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",7.99,721350,Beard Games Studio,2017
Action,Rocket League® – Fast &amp; Furious™ '99 Nissan Skyline GT-R R34,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats']",1.99,675290,"Psyonix, Inc.",2017
Action,Rocket League® – Fast &amp; Furious™ '70 Dodge® Charger R/T,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats']",1.99,675280,"Psyonix, Inc.",2017
Action,Time Up,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",1.99,714280,Grid Game,2017
Strategy,Fantasy Grounds - Mythic Monster #7: Inner Planes (PFRPG),"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",7.99,731780,"SmiteWorks USA, LLC",2017
Strategy,Fantasy Grounds - Treasury of the City (PFRPG),"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",5.99,732170,"SmiteWorks USA, LLC",2017
Racing,Premier Buggy Racing Tour,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",4.99,716600,JDRumble,2017
Action,ELE BLAZE,"['Single-player', 'Steam Achievements']",3.99,719370,Pixel Guy,2017
Action,Dragon Glory,"['Online Multi-Player', 'MMO', 'Steam Trading Cards', 'In-App Purchases']",Free to Play,673940,TeamTop Games,2017
Action,Escape from here,"['Single-player', 'Steam Trading Cards']",2.99,722220,Dexion Games,2017
Simulation,Take Off - The Flight Simulator,"['Single-player', 'Partial Controller Support']",6.99,657470,Jujubee S.A.,2017
Strategy,DiamondFalls,['Single-player'],4.99,718840,GraphXGames,2017
Action,Salty Fish Go!,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",0.99,656090,ZuoBuLaiGame,2017
Racing,Rotatorix,"['Single-player', 'Steam Achievements', 'In-App Purchases', 'Stats', 'Steam Leaderboards', 'Includes level editor']",2.99,716130,NeuralSoft,2017
Action,Princess.Loot.Pixel.Again x2,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",4.99,718090,IndieMax,2017
Action,Cybercube,"['Single-player', 'Steam Achievements']",2.99,656880,Just1337 Studio,2017
Adventure,unWorded,['Single-player'],3.99,687900,Bento Studio,2017
Strategy,Zombie Solitaire 2 Chapter 2,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",6.99,623170,rokaplay,2017
Action,Captain vs Sky Pirates,['Single-player'],2.99,722340,Boogygames Studios,2017
Action,Fidget Spinner Editor,['Single-player'],0.99,715370,Myarcadegames Studios,2017
Adventure,Maze Trials,"['Single-player', 'Steam Achievements', 'Steam Cloud']",4.99,704660,JB,2017
Simulation,Pigeon Fight,"['Single-player', 'Local Multi-Player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats']",4.99,520370,OnionMilk,2017
Action,Middle-earth™: Shadow of War™ 4K Cinematic Pack,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",Free,666840,Monolith Productions,2017
Action,Middle-earth™: Shadow of War™ High Resolution Texture Pack,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",Free,561950,"Monolith Productions, Inc.",2017
Action,Middle-earth™: Shadow of War™,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",59.99,356190,Monolith Productions,2017
Action,Incline,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Workshop', 'In-App Purchases', 'Partial Controller Support']",Free to Play,668170,Homewreckers Studio,2017
Action,Middle-earth™: Shadow of War™ Starter Bundle,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",2.99,629580,Monolith Productions,2017
Action,Middle-earth™: Shadow of War™ Expansion Pass,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",39.99,716270,Monolith Productions,2017
Simulation,Banana Town,['Online Multi-Player'],39.99,722540,Joseph MacDonald,2017
Adventure,Bestseller: Curse of the Golden Owl,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",9.99,591090,ECC GAMES SP. Z O.O.,2017
Action,弹幕音乐绘 ～风雷幻奏曲～ / Barrage Musical  ~A Fantasy of Tempest~,"['Single-player', 'Steam Achievements', 'Steam Cloud']",9.99,665270,SlimeSmile,2017
Action,HELI-COMMANDO 2017,"['Single-player', 'Partial Controller Support']",3.99,679030,RF,2017
Adventure,Caveman Alive,"['Single-player', 'Steam Trading Cards']",1.99,720470,Vyacheslav Shilikhin,2017
Adventure,Thaumistry: In Charm's Way,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",14.99,532980,Bobbates LLC.,2017
Action,DungeonGOGO,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",0.99,700610,David Sof,2017
Adventure,Through Blocks,['Single-player'],2.99,698610,Kirill Kupryakhin,2017
Action,Hanako: Honor &amp; Blade,"['Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Partial Controller Support']",9.99,349510,"+Mpact Games, LLC.",2017
Adventure,Onironauta,['Single-player'],1.99,712610,PianoB Studio,2017
Action,Fallen Times,"['Single-player', 'Steam Cloud']",3.99,712810,DaFu Studio,2017
Strategy,"""TWO DRAW""",['Single-player'],0.99,720840,Semen Rodin,2017
Action,Forgotten Land,"['Single-player', 'Partial Controller Support']",0.99,685990,Donbass Games,2017
Action,Storms of Shambhala,"['Single-player', 'Multi-player', 'Shared/Split Screen']",9.99,686580,Corwin Peters,2017
Action,Duel Survival,['Single-player'],1.99,711460,Tech Warrior-Dylan Dugan,2017
Action,Hyper Void,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",9.99,568060,IN|Framez Technology Corp.,2017
Action,Winged Sakura: Endless Dream,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",19.99,339250,WINGED SAKURA GAMES,2017
Racing,Automobilista - Brazilian Touring Car Classics,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']",5.99,724720,Reiza Studios,2017
Simulation,Pinball Deluxe: Reloaded,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",7.99,678310,Made of Bits,2017
Action,Winged Sakura: Endless Dream - Art Collection,"['Single-player', 'Downloadable Content']",4.99,721880,WINGED SAKURA GAMES,2017
Action,Winged Sakura: Endless Dream - Soundtrack,"['Single-player', 'Downloadable Content']",1.99,721870,WINGED SAKURA GAMES,2017
Action,Press X to Not Die,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards']",2.99,402330,All Seeing Eye Games,2017
Adventure,A Matter of Murder - More Wallpapers,"['Single-player', 'Downloadable Content', 'Steam Achievements']",Free To Play,727400,Worthing &amp; Moncrieff,2017
Strategy,Slide!!,"['Single-player', 'Steam Achievements']",2.99,664190,Red Chain Games Ltd.,2017
Strategy,Don't Panic!,"['Single-player', 'Includes level editor']",1.99,720000,"V34D4R,Yolick",2017
Action,Mr. Barrel,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",1.99,713380,Fürst,2017
Adventure,CAT Interstellar,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",4.99,384740,Ionized Games,2017
Action,Room 42,"['Single-player', 'Steam Achievements']",1.99,711480,Akumu Games,2017
Simulation,Mashinky,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Includes level editor']",24.99,598960,Jan Zelený,2017
Simulation,F-5E: Aggressors Air Combat Maneuver Campaign,"['Single-player', 'Downloadable Content', 'Captions available', 'Partial Controller Support']",9.99,685080,Maple Flag,2017
Strategy,Civil War: 1864,['Single-player'],9.99,699860,HexWar Games,2017
Action,Blasted Road Terror,"['Single-player', 'Steam Achievements']",4.99,603330,Tryzna83,2017
Adventure,Space Pilgrim Academy,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",1.99,694370,Pilgrim Adventures,2017
Adventure,Haunted Manor: Queen of Death Collector's Edition,['Single-player'],12.99,723950,Top Evidence Studio,2017
Adventure,Water Planet - Original Soundtrack,"['Single-player', 'Downloadable Content', 'Captions available', 'Partial Controller Support']",Free,701690,The Revera Corporation,2017
Strategy,Disparity,"['Single-player', 'Full controller support']",0.99,715460,tamationgames,2017
Simulation,The Botanist,['Single-player'],6.99,694790,Jamo Games,2017
Action,ProjectFiles,"['Single-player', 'Downloadable Content', 'Includes level editor']",Free,693760,Ionized Games,2017
Action,Crankies Workshop: Grizzbot Assembly 2,"['Single-player', 'Steam Achievements']",0.99,719460,Crankies Smartworks,2017
Adventure,Splat the Blob,"['Single-player', 'Partial Controller Support']",Free To Play,701900,Simple Blue,2017
Strategy,Fantasy Grounds - D&amp;D The Tortle Package,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",9.99,727080,"SmiteWorks USA, LLC",2017
Adventure,Loot Collection: Mahjong,['Single-player'],1.99,718350,Myarcadegames Studios,2017
Action,Alien Hallway 2,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",9.99,656450,Sigma Team Inc.,2017
Adventure,Inmates,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",9.99,634120,Davit Andreasyan,2017
Simulation,Flight Sim World: Big Bear City Airport Add-On,"['Online Multi-Player', 'Downloadable Content', 'Steam Workshop', 'Partial Controller Support']",24.99,630917,Turbulent Designs,2017
Strategy,A New World: Kingdoms,"['Single-player', 'Steam Achievements']",9.99,628650,Red Phoenix Studios,2017
Adventure,WarMages,['Single-player'],0.99,661080,EHTechnology,2017
Strategy,Ogre,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Turn Notifications']",24.99,517780,Auroch Digital,2017
Adventure,Bear With Me - Episode Three,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",4.99,698250,Exordium Games,2017
Action,Starpoint Gemini Warlords: Cycle of Warfare,"['Single-player', 'Downloadable Content', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",9.99,715920,Little Green Men Games,2017
Simulation,Doodle God Blitz - The Rise of Egypt DLC,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",2.99,726660,JoyBits Ltd.,2017
Strategy,Beastmancer,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",13.99,562250,Autarca,2017
Adventure,I was here,"['Single-player', 'Steam Achievements']",4.99,707960,Okinawa Sunrise,2017
Action,JASEM: OST,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",2.99,727630,Stas Shostak,2017
Action,Raw Data - OST,"['Single-player', 'Downloadable Content', 'SteamVR Collectibles', 'Steam Cloud']",9.99,730210,Survios,2017
Adventure,Randomizator,['Single-player'],2.99,661620,MetamorphoGames,2017
Action,Regions Of Ruin,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",16.99,680360,Vox,2018
Action,Awesomenauts - The Ringmaster (Announcer),"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']",3.99,399837,Ronimo Games,2017
Strategy,Fantasy Grounds - Token Pack 96: Orcs (Token Pack),"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",4.99,728060,"SmiteWorks USA, LLC",2017
Strategy,Fantasy Grounds - Token Pack 94: Deitys &amp; Devils 2 (Token Pack),"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",4.99,727940,"SmiteWorks USA, LLC",2017
Simulation,Train Simulator: Hidaka Main Line: Tomakomai - Hidaka-Mombetsu Route Add-On,"['Single-player', 'Downloadable Content', 'Steam Workshop', 'Partial Controller Support', 'Steam Leaderboards']",19.99,621925,Union Workshop,2017
Adventure,Rocks and Rockets,['Single-player'],0.99,715470,"Metal Fox,Nullysun Studio",2017
Simulation,Carried Away,"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Stats', 'Steam Leaderboards', 'Includes level editor']",8.99,638000,Huge Calf Studios,2017
Action,Road Redemption,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats']",16.06,300380,"Pixel Dash Studios, EQgames",2017
Adventure,Nimble Bunn,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",0.99,717450,Brzezinski,2017
Action,Antaria Online,"['Multi-player', 'Online Multi-Player', 'MMO', 'Cross-Platform Multiplayer', 'In-App Purchases']",1.99,679270,"Antaria, LLC",2017
Action,BattleCore Arena,"['Online Multi-Player', 'Steam Achievements', 'Stats', 'Steam Leaderboards']",11.99,689570,Cosmic Ray Studio,2017
Action,Space Ship Commander,"['Local Multi-Player', 'Co-op', 'Local Co-op', 'Shared/Split Screen', 'Partial Controller Support']",1.99,713340,Silver Dog Games,2017
Adventure,Dangerous Games: Illusionist Collector's Edition,['Single-player'],12.99,723920,Blam! Games,2017
Strategy,Fantasy Grounds - Token Pack 93: Hybrids 2 (Token Pack),"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",4.99,727890,"SmiteWorks USA, LLC",2017
Action,Omega Strike,"['Single-player', 'Steam Achievements', 'Full controller support']",12.99,680340,Woblyware,2017
Adventure,Captain Firebeard and the Bay of Crows,"['Single-player', 'Steam Achievements']",5.99,722760,Sapphire Dragon Productions,2017
Strategy,Fantasy Grounds - Token Pack 95: Humanoid Monsters 2 (Token Pack),"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",4.99,728000,"SmiteWorks USA, LLC",2017
Adventure,Captain Firebeard and the Bay of Crows OST and DC,"['Single-player', 'Downloadable Content']",1.99,722770,Sapphire Dragon Productions,2017
Action,Orbit Defender,['Single-player'],0.99,661380,Frostflake Studios,2017
Action,Tom Clancy's Rainbow Six® Siege - Jäger Covert Set,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Trading Cards', 'Partial Controller Support']",7.99,709170,Ubisoft Montreal,2017
Strategy,VEmpire - The Kings of Darkness,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer']",13.99,619230,Wolfgang Lueger,2017
Action,Building Block Heroes,"['Single-player', 'Multi-player', 'Local Multi-Player', 'Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support']",9.99,695560,Aggroblakh,2017
Adventure,The Fall of Lazarus: Welcome Aboard,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",6.99,726140,No Wand Studios,2017
Action,Box Maze 2 - Unlock All Levels,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats']",0.99,714320,GamersHype Productions,2017
Action,Road Redemption: Origins of Road Redemption Video,"['Single-player', 'Multi-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats']",9.99,727440,"Pixel Dash Studios, EQ",2017
Adventure,HEADLINER,"['Single-player', 'Steam Achievements', 'Captions available']",2.99,680980,Unbound Creations,2017
Action,Divided We Fall,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Workshop', 'Includes level editor']",12.99,495580,KAVA Game Studio,2017
Action,PIXEL ZUMBI,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",5.99,608630,Amilton Neves,2017
Adventure,Majestic Trials,"['Single-player', 'Steam Trading Cards', 'Steam Cloud']",12.99,638060,Alpha Strike Games Limited,2017
Action,Starzine,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",14.99,701890,Intersect Games,2017
Adventure,Campus Notes - forget me not. OST,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",Free,691520,4th cluster,2017
Adventure,Campus Notes - forget me not. OST FLAC ver.,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",Free To Play,711510,4th cluster,2017
Strategy,Hero Rush: Mad King,['Single-player'],4.99,702190,Hamsters Gaming,2017
Action,RUTM 2017 - Season 2017/18 Update,"['Single-player', 'Downloadable Content']",8.99,723800,Alternative Software Ltd,2017
