genero,title,specs,price,id,developer,anio,playtime_forever
Strategy,Tower of Archeos,['Single-player'],12.99,499370,Benjamin Soulé,2016,23
Simulation,Halcyon 6: Starbase Commander,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",14.99,371200,"Massive Damage, Inc.",2016,32672
Action,Marwin and The Evolution Stone,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",1.99,511670,Alp Güleç,2016,0
Action,Cursed West,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",1.99,512550,GoeX GameS,2016,0
Action,Squareface,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",8.99,517350,VAN CUBO,2016,293
Adventure,The Last Time,"['Single-player', 'Captions available']",3.99,468050,Big Cow Studios,2016,113
Simulation,Shop-n-Spree: Shopping Paradise,['Single-player'],6.99,527890,ViquaSoft,2016,1
Action,DEAD RISING®,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",19.99,427190,Capcom,2016,14969
Adventure,Avadon 3: The Warborn,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",19.99,460780,Spiderweb Software,2016,97
Simulation,Stronghold Legends: Steam Edition,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",14.99,40980,FireFly Studios,2009,20233
Adventure,Trials of Azra,"['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,487160,Onion Core,2016,0
Action,BioShock™ Remastered,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Commentary available']",19.99,409710,"2K Boston,2K Australia,Blind Squirrel,Feral Interactive (Mac)",2016,53541
Action,BioShock™ 2 Remastered,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",19.99,409720,"2K Marin,2K China,Digital Extremes,2K Australia,Blind Squirrel",2016,7752
Action,Paladins®,"['Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support']",Free to Play,444090,Hi-Rez Studios,2016,150067
Simulation,Snooker-online multiplayer snooker game!,"['Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'In-App Purchases']",0,522660,TTCX Inc.,2016,7
Strategy,Lew Pulsipher's Doomstar,"['Single-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Turn Notifications']",9.99,504750,Large Visible Machine,2016,366
Action,Spin Rush,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",0.99,528660,Crohack,2016,182
Action,Woodle Tree 2: Worlds,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'MMO', 'Co-op', 'Local Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",3.99,495350,Fabio Ferrara,2016,2096
Action,Minimized,"['Single-player', 'Steam Trading Cards']",3.99,521930,Crystal Box Team,2016,14
Action,Seraph,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",12.99,425670,Dreadbit,2016,515
Action,Fractured Space,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Steam Leaderboards']",Free to Play,310380,Edge Case Games Ltd.,2016,520134
Racing,Dog Sled Saga,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",7.99,286240,Trichotomy,2016,5244
Adventure,Vernon's Legacy,"['Single-player', 'Steam Trading Cards']",11.99,367010,TripleBrick,2016,104
Adventure,EARTHLOCK: Festival of Magic,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,258030,Snowcastle Games,2016,389
Action,Herolike,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",7.99,409040,Games Hut,2016,152
Adventure,Daily Chthonicle: Editor's Edition,"['Single-player', 'Steam Trading Cards']",3.99,490980,Sinister Systems,2016,4092
Action,Sentry Knight Tactics,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",4.99,503210,"Tyler Myers,Justin Wolf",2016,46
Strategy,Star Vikings Forever,"['Single-player', 'Steam Achievements', 'Captions available', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,488960,Rogue Snail,2016,6
Adventure,Major\Minor - Complete Edition,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",19.99,475490,Klace,2016,101277
Racing,Mantis Burn Racing®,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,446100,VooFoo Studios,2016,117
Action,Heroes &amp; Generals,"['Multi-player', 'Online Multi-Player', 'MMO', 'In-App Purchases']",Free to Play,227940,Reto-Moto,2016,13910433
Action,Rocket Riot,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,460190,Codeglue,2016,0
Action,A Quiver of Crows,"['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,347280,Sheado.net,2016,21
Adventure,Orwell: Keeping an Eye On You,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,491950,Osmotic Studios,2016,3372
Strategy,Party Saboteurs,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Full controller support', 'Steam Trading Cards']",9.99,452320,The Glitch Factory,2016,411
Action,Sky Break,"['Single-player', 'Partial Controller Support']",9.99,405370,Farsky Interactive,2016,628
Adventure,Kim,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,433400,The Secret Games Company,2016,13
Simulation,Farming Simulator 17,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",24.99,447020,Giants Software,2016,0
Action,BossConstructor,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",14.99,330100,Mirko Seithe,2016,1775
Action,The Last Error,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",1.99,491030,Anatoliy Loginovskikh,2016,515
Simulation,Football Manager 2017,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",49.99,482730,Sports Interactive,2016,0
Simulation,Football Manager Touch 2017,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",29.99,482750,Sports Interactive,2016,0
Strategy,Rencounter,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",5.99,431810,SPVD,2016,275
Action,"Bye-Bye, Wacky Planet","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",4.99,492130,Rasul Mono,2016,2833
Action,Planet Explorers,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support']",14.99,237870,Pathea Games,2016,320206
Adventure,Beholder,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,475550,Warm Lamp Games,2016,516
Action,Killing Floor 2,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Valve Anti-Cheat enabled', 'Includes level editor']",29.99,232090,Tripwire Interactive,2016,7250241
Action,Shadow Heroes: Vengeance In Flames,"['Single-player', 'Multi-player', 'Steam Trading Cards', 'Steam Cloud']",2.99,398670,Allied Games Inc.,2016,3
Action,Bullshot,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",4.99,436530,Gato Salvaje S.L.,2016,2349
Action,Aqua Moto Racing Utopia,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support']",29.99,468100,Zordix AB,2016,0
Action,Junk Jack,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",14.99,414190,Pixbits,2016,1743
Action,TAIKER,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",4.99,511010,Team 4U,2016,1382
Simulation,Tabletopia,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'In-App Purchases']",Free to Play,402560,Tabletopia Inc.,2016,223
Adventure,Mad Nords: Probably an Epic Quest,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available']",5.99,407880,Dragon's Games,2016,299
Action,Dungeon Souls,"['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",12.99,383230,"Lamina Studios,Mike Studios",2016,53675
Strategy,Fracture the Flag,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards']",4.99,388900,One Wheel Studio,2016,453
Action,BIOS,"['Single-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",14.99,350600,PIXYUL,2016,4167
Action,Operation Hardcore,"['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",5.99,395550,"Adam McLellan,Ricardo Chirino",2016,0
Action,room13,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",7.99,314590,The Paper Robot,2017,27
Strategy,Galaxy Admirals,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards']",1.99,411120,Jetdogs Studios,2017,14008
Strategy,Stars in Shadow,['Single-player'],24.99,464880,Ashdar Games,2017,9
Action,SpiritSphere,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats']",7.99,458170,Eendhoorn Games,2017,599
Adventure,PERFECT ANGLE: The puzzle game based on optical illusions,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,427780,Ivanovich Games,2015,24214
Simulation,Take On Mars,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support']",26.99,244030,Bohemia Interactive,2017,64721
Action,Pixel Privateers,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Cloud']",14.99,342640,Quadro Delta,2017,1119
Action,Shift Happens,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,359840,Klonk Games,2017,744
Action,GRANADO ESPADA,"['Single-player', 'MMO']",Free to Play,319730,"HANBITSOFT, INC.,IMC GAMES CO.,LTD.",2007,19601
Action,Box Maze,"['Single-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats']",0.99,512020,GamersHype Productions,2017,0
Action,Disc Jam,"['Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support']",14.99,415880,High Horse Entertainment,2017,422
Adventure,LEGO® Worlds,"['Single-player', 'Online Multi-Player', 'Online Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support']",29.99,332310,"TT Games,Traveller's Tales",2017,341250
Action,Reflex Arena,"['Multi-player', 'Online Multi-Player', 'Steam Workshop', 'In-App Purchases', 'Stats', 'Steam Leaderboards', 'Includes level editor']",9.99,328070,Turbo Pixel Studios,2014,114837
Action,Maximum Override,"['Single-player', 'Steam Achievements', 'Full controller support']",6.99,389220,Alientrap,2017,3386
Adventure,Cubic complex,"['Single-player', 'Local Multi-Player']",0.99,500100,Kedexa,2017,0
Strategy,WARTILE,"['Single-player', 'Steam Achievements']",19.99,404200,Playwood Project,2017,54
Action,Ballistic Overkill,"['Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled']",11.99,296300,Aquiris Game Studio,2017,3775
Action,Johnny Graves—The Unchosen One,['Single-player'],4.99,476030,Stupid Stupid Games,2017,86
Action,GIBZ,"['Single-player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",7.99,448320,Torrunt,2017,420
Simulation,Hearthlands,"['Single-player', 'Steam Achievements']",19.99,336300,Sergio &amp; Simon,2017,5244
Adventure,Attack Heroes,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,428200,Ejoy Games,2017,21419
Simulation,Bounty Train,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",24.99,371520,Corbie Games,2017,5685
Action,Portal Knights,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support']",19.99,374040,Keen Games,2017,149884
Adventure,Three Days,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",4.99,375580,"Lewis Bergin,GorePixelGames",2017,2677
Adventure,StarCrawlers,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",19.99,318970,Juggernaut Games,2017,3913
Action,Starpoint Gemini Warlords,"['Single-player', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",34.99,419480,Little Green Men Games,2017,10102
Strategy,50 years,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",4.99,502740,Aleksandr Golovkin,2017,14
Action,Formula Fusion,"['Single-player', 'Online Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",19.99,389670,R8 Games Ltd,2017,2424
Strategy,Blitzkrieg 3,"['Single-player', 'Multi-player', 'Online Multi-Player', 'MMO', 'Steam Achievements', 'Steam Trading Cards']",19.99,235380,Nival,2017,18076
Action,WarpBall,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Shared/Split Screen', 'Partial Controller Support']",8.99,400570,Unruly Attractions,2017,4
Action,Face It - A game to fight inner demons,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",3.99,364050,"Tlön Studios,Ilex Games",2017,24901
Action,Air Missions: HIND,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",16.99,423490,3Division,2016,385
Action,Orake 2D MMORPG,"['Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op']",0,516510,Candycane Games,2016,69
Action,Dungeon Defenders II,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",Free to Play,236110,Trendy Entertainment,2017,3710523
Strategy,We Slay Monsters,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",13.99,332540,Furiously Inactive Games,2017,1437
Strategy,Fable Fortune,"['Single-player', 'Online Multi-Player', 'Online Co-op', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases']",14.99,469830,"Mediatonic,Flaming Fowl Studios",2017,101
Action,Crossout,"['Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases']",0,386180,Targem Games,2017,17169
Action,Secret World Legends,"['Multi-player', 'Online Multi-Player', 'MMO', 'Online Co-op', 'Steam Trading Cards']",0,215280,Funcom,2017,1659390
Adventure,The Long Dark,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",34.99,305620,Hinterland Studio Inc.,2017,743522
Action,Slime Rancher,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,433340,Monomi Park,2017,281053
Strategy,Demise of Nations,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Stats', 'Includes level editor']",Free to Play,338810,Noble Master LLC,2017,2582
Action,Looterkings,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Cloud']",17.99,397310,Looterkings,2017,268
Action,Fragmented,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support']",9.99,441790,Above and Beyond Technologies,2017,15766
Action,Sky Rogue,"['Single-player', 'Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud']",19.99,381020,Fractal Phase,2017,14930
Simulation,Fishing Planet,"['Single-player', 'Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'Full controller support']",Free to Play,380600,Fishing Planet LLC,2015,233698
Action,ARK: Survival Evolved,"['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Includes level editor']",59.99,346110,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",2017,38126767
Action,ARK: Survival Of The Fittest,"['Multi-player', 'Co-op', 'Steam Workshop', 'Partial Controller Support', 'Stats', 'Steam Leaderboards', 'Includes level editor']",59.99,407530,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",2017,287736
Action,Kitten Rampage,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards', 'Steam Turn Notifications']",7.99,434360,Dexmes,2016,479
Action,3030 Deathwar Redux,"['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Cloud']",14.99,464360,Bird in Sky,2017,1145
Action,Heat Signature,"['Single-player', 'Steam Achievements', 'Steam Cloud']",14.99,268130,Suspicious Developments,2017,685
Action,Wanderer of Teandria,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",4.99,477910,Silentplaygames,2017,1125
Strategy,Forgotten Lore,"['Single-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Workshop', 'Steam Leaderboards']",Free to Play,391240,Coty Getzelman,2017,2895
Adventure,A Hat in Time,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor']",29.99,253230,Gears for Breakfast,2017,13277
Action,Mushroom Wars 2,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",14.99,457730,Zillion Whales,2017,64
Action,Overgrowth,"['Single-player', 'Partial Controller Support', 'Includes level editor']",29.99,25000,Wolfire Games,2017,350607
Action,Grimoire: Manastorm,"['Multi-player', 'Online Multi-Player', 'Steam Trading Cards', 'Partial Controller Support']",Free to Play,335430,Omniconnection,2017,46484
Action,Clumsy Moose Season,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Includes level editor']",3.99,409410,Enrick Lambert,2017,42
Action,Kings and Heroes,"['Single-player', 'Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'Partial Controller Support']",19.99,436560,Industry Games,2017,2400
Strategy,Legion TD 2,"['Multi-player', 'Online Multi-Player']",19.99,469600,AutoAttack Games,2017,17
Adventure,Shout Of Survival,"['Online Multi-Player', 'Cross-Platform Multiplayer', 'Full controller support']",9.99,491070,Hako Games,2017,62
Action,Gang Beasts,"['Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support']",19.99,285900,Boneloaf,2017,494901
Action,Breakneck,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",9.99,432940,PikPok,2017,0
Action,Polyball,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']",14.99,368180,Studio Monolith,2017,4795
Action,Codename CURE,"['Single-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor']",0,355180,Hoobalugalar_X,2017,302182
Action,Don't Be Patchman,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,378410,Naturally Intelligent,2017,0
Action,Brawlhalla,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",Free to Play,291550,Blue Mammoth Games,2017,6452043
Action,Heliborne,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Partial Controller Support']",19.99,433530,JetCat Games,2017,9027
Action,Press X to Not Die,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards']",2.99,402330,All Seeing Eye Games,2017,2951
Adventure,CAT Interstellar,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",4.99,384740,Ionized Games,2017,3425
Action,Road Redemption,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats']",16.06,300380,"Pixel Dash Studios, EQgames",2017,62979
Action,Divided We Fall,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Workshop', 'Includes level editor']",12.99,495580,KAVA Game Studio,2017,507
Adventure,C:\raft,['Single-player'],9.99,386710,Nicholas Hydock,2017,14
Action,Project Nimbus,"['Single-player', 'Partial Controller Support']",19.99,257030,GameCrafterTeam,2017,16756
Simulation,Niche - a genetics survival game,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",17.99,440650,Stray Fawn Studio,2016,130
Simulation,Autocraft,['Single-player'],9.99,287220,Alientrap,2017,15207
Adventure,Divinity: Original Sin 2,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",44.99,435150,Larian Studios,2017,18649
Action,Azulgar Star Commanders,"['Single-player', 'Multi-player', 'Online Multi-Player']",14.99,503010,Lusorion Creatives,2017,231
Action,NEO-NOW!,"['Single-player', 'Full controller support', 'Steam Trading Cards']",9.99,503420,ma_mutte,2017,1
Action,Robocraft,"['Multi-player', 'Online Multi-Player', 'MMO', 'Online Co-op', 'Steam Trading Cards', 'In-App Purchases']",Free to Play,301520,Freejam,2017,23137107
Strategy,Castle Story,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Workshop', 'Includes level editor']",24.99,227860,Sauropod Studio,2017,332645
Action,20XX,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,322110,"Batterystaple Games,Fire Hose Games",2017,15736
Action,Project Explore,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Trading Cards']",4.99,357650,Sebastian Nigro,2017,3825
Action,Party Panic,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support']",16.99,506500,Everglow Interactive Inc.,2017,0
Action,LawBreakers,"['Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support']",29.99,350280,Boss Key Productions,2017,13234
Adventure,Dreamfall Chapters,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",24.99,237850,Red Thread Games,2017,76864
Action,Survival Is Not Enough,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",4.99,407000,Fixer Games,2017,1450
Action,Black The Fall,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,308060,Sand Sailor Studio,2017,98
Action,Unturned,"['Single-player', 'Online Multi-Player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']",Free to Play,304930,Smartly Dressed Games,2017,50333977
Action,CRYPTARK,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Steam Achievements', 'Full controller support', 'Stats', 'Steam Leaderboards']",14.99,344740,Alientrap,2017,5976
Action,After The End: The Harvest,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",4.99,386140,Elushis,2017,1019
Action,Crowman &amp; Wolfboy,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",3.99,339590,Wither Studios,2017,6277
Action,Armed with Wings: Rearmed,"['Single-player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",9.99,340580,Sun-Studios,2017,6424
